,Name,Address,AvgRatingText,TotalReviews,TotalFavourites,TotalViews,TotalPictures,TotalCheckIns,Url,Latitude,Longitude,ResCreatedOn,điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng,Khoảng giá khác,Thời gian hoạt động,Thích hợp,Giờ nhận khách cuối,Thời gian chuẩn bị,Nghỉ lễ,Thể loại,Sức chứa,Phong cách ẩm thực,Phù hợp với,Phục vụ các món,Website,Có wifi,Có giao hàng,Có máy lạnh & điều hòa,Cho mua về,Trả bằng thẻ,Có chỗ đậu ôtô,Nên đặt trước,Có bàn ngoài trời,Có phòng riêng,Có chỗ chơi cho trẻ em,Có karaoke,Giữ xe máy miễn phí,Tip cho nhân viên,Có khu vực hút thuốc,Có thẻ thành viên,Có xuất hóa đơn đỏ,Có hỗ trợ hội thảo,Có lò sưởi,Có hỗ trợ người khuyết tật,Có chiếu bóng đá,Có nhạc sống
1083,Kinh Bắc Quán - Ẩm Thực Đồng Quê,"36 Trung Hòa, Quận Cầu Giấy, Hà Nội",4.8,1,0,0,16,0,/ha-noi/kinh-bac-quan-am-thuc-dong-que,21.0144332000885,105.8019524440169,0001-12-31T17:00:00Z,7.0,5.0,5.0,4.0,3.0,10:00,22:30,25.000đ - 250.000đ,1.0,0.0,0.0,0.0,1.0,kinh-bac-quan-am-thuc-dong-que,,10:00 - 22:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,Thang Long Opera Hotel,"1C Tông Đản, Quận Hoàn Kiếm, Hà Nội",8.6,1,0,0,29,0,/ha-noi/thang-long-opera-hotel,21.028164,105.857296,0001-12-31T17:00:00Z,10.0,10.0,8.0,8.0,7.0,,,1.500.000đ - 10.000.000đ,1.0,0.0,1.0,0.0,0.0,thang-long-opera-hotel,,Cả ngày,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",,,,"['Nhà hàng', 'Khách sạn']",500 người lớn,,,,www.thanglongoperahotel.com,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1085,Dê Núi Ninh Bình - Phạm Văn Đồng,"10 Ngõ 442 Phạm Văn Đồng, Quận Bắc Từ Liêm, Hà Nội",5.0,2,0,0,1,0,/ha-noi/de-nui-ninh-binh-pham-van-dong,21.0562344858582,105.7819532230496,0001-12-31T17:00:00Z,5.5,5.5,5.0,4.5,4.5,10:00,22:30,75.000đ - 500.000đ,2.0,1.0,0.0,0.0,1.0,de-nui-ninh-binh-pham-van-dong,,10:00 - 22:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Tiếp khách']","['Thịt Dê', 'Đặc sản rừng']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,Hutong - Hot Pot Paradise - Royal City,"B2 R2 18-19-20-21 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",8.3,60,0,0,209,0,/ha-noi/hutong-hot-pot-paradise-royal-city,21.00181,105.816053,0001-12-31T17:00:00Z,8.6,8.5,8.4,8.2,8.0,10:00,22:00,50.000đ - 500.000đ,60.0,32.0,16.0,7.0,5.0,hutong-hot-pot-paradise-royal-city,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:45 PM,Khoảng 15 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],105 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Lẩu Sauna - Yên Phụ,"24 Làng Yên Phụ, Quận Tây Hồ, Hà Nội",5.7,9,0,0,13,0,/ha-noi/lau-sauna-yen-phu,21.05306,105.835848,0001-12-31T17:00:00Z,6.0,5.9,5.7,5.6,5.2,10:00,22:00,200.000đ - 350.000đ,9.0,0.0,5.0,1.0,3.0,lau-sauna-yen-phu,,18:00 - 22:00 | 10:00 - 14:00,"['Buổi  trưa', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Lẩu Nấm Gia Khánh - Nguyễn Văn Lộc,"18 Nguyễn Văn Lộc, Quận Hà Đông, Hà Nội",6.5,6,0,0,26,0,/ha-noi/lau-nam-gia-khanh-nguyen-van-loc,20.985155,105.785958,0001-12-31T17:00:00Z,7.5,6.8,6.3,6.3,5.5,09:30,22:00,100.000đ - 250.000đ,6.0,0.0,3.0,2.0,1.0,lau-nam-gia-khanh-nguyen-van-loc,,09:30 - 22:00,"['Buổi sáng', 'Buổi  trưa']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],www.launamgiakhanh.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,Handi - Pakistan Restaurant,"7 Tô Ngọc Vân, Quận Tây Hồ, Hà Nội",7.4,3,0,0,16,0,/ha-noi/handi-pakistan-restaurant,21.067992,105.825524,0001-12-31T17:00:00Z,8.3,8.0,7.0,7.0,6.7,10:30,23:00,50.000đ - 150.000đ,3.0,0.0,2.0,1.0,0.0,handi-pakistan-restaurant,,10:30 - 15:00 | 17:30 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],40 người lớn,['Trung Đông'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,Panorama Restaurant & Skybar - Authentic Hotel,"Tầng 11, Authentic Hotel, 13 Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",8.2,14,0,0,151,0,/ha-noi/panorama-restaurant-skybar-authentic-hotel,21.030449,105.854962,0001-12-31T17:00:00Z,8.6,8.5,8.1,7.9,7.8,15:00,23:00,150.000đ - 500.000đ,14.0,2.0,11.0,1.0,0.0,panorama-restaurant-skybar-authentic-hotel,,15:00 - 23:00,"['Buổi xế', 'Buổi  tối', 'Buổi  khuya']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Bar/Pub']",40 người lớn,['Quốc tế'],"['Hẹn hò', 'Họp nhóm', 'Thư giãn']",['Thức uống'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,La Bodega Pizza Garden,"Khu Sinh Thái Vườn Đào, Ngách 139 Ngõ 56 Thạch Cầu, Quận Long Biên, Hà Nội",8.1,13,0,0,124,0,/ha-noi/la-bodega-pizza-garden,21.024053,105.874704,0001-12-31T17:00:00Z,9.2,8.5,7.9,7.8,7.1,17:00,23:00,30.000đ - 300.000đ,13.0,2.0,10.0,1.0,0.0,la-bodega-pizza-garden,,17:00 - 23:00,"['Buổi xế', 'Buổi  tối']",10:30 PM,Khoảng 5 - 15 phút,Thứ 2 Đến Thứ 5,['Nhà hàng'],30 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Ăn Fastfood']",['Fastfood - Thức ăn nhanh'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,Lẩu Hấp Steamy,"26 Vũ Phạm Hàm, Quận Cầu Giấy, Hà Nội",7.3,4,0,0,38,0,/ha-noi/lau-hap-steamy,21.019474,105.800175,0001-12-31T17:00:00Z,7.5,7.5,7.5,7.3,6.8,09:00,22:30,150.000đ - 250.000đ,4.0,1.0,2.0,0.0,1.0,lau-hap-steamy,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,Gà Tươi Số 5,"Ki Ốt 4, Nhà A4 Hàm Nghi, Quận Nam Từ Liêm, Hà Nội",5.0,1,0,0,3,0,/ha-noi/ga-tuoi-so-5,21.0356415137018,105.7644102349877,0001-12-31T17:00:00Z,7.0,5.0,5.0,4.0,4.0,10:00,22:30,50.000đ - 200.000đ,1.0,0.0,0.0,1.0,0.0,ga-tuoi-so-5,,10:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Thịt Gà'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,Gà Rán KFC - Quang Trung,"484 Quang Trung, Quận Hà Đông, Hà Nội",7.4,4,0,0,26,0,/ha-noi/kfc-quang-trung,20.962427,105.7649688,0001-12-31T17:00:00Z,7.8,7.5,7.5,7.0,7.0,10:00,21:00,10.000đ - 200.000đ,4.0,0.0,4.0,0.0,0.0,kfc-quang-trung,,10:00 - 21:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],30 người lớn,['Quốc tế'],"['Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về', 'Ăn Fastfood']",['Fastfood - Thức ăn nhanh'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,Kichi Kichi Lẩu Băng Chuyền - Lạc Long Quân,"Chung Cư WaterMark, 395 Lạc Long Quân, Quận Tây Hồ, Hà Nội",9.1,15,0,0,49,0,/ha-noi/kichi-kichi-lau-bang-chuyen-lac-long-quan,21.056474,105.807409,0001-12-31T17:00:00Z,9.3,9.3,9.1,9.0,9.0,10:00,22:00,149.000đ - 220.000đ,15.0,10.0,4.0,1.0,0.0,kichi-kichi-lau-bang-chuyen-lac-long-quan,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",21:15,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,"['Món Á', 'Món Nhật']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Buffet']",['Lẩu'],www.kichi.com.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,T-Pizza - Ngọc Lâm,"2 Ngõ 111 Nguyễn Văn Cừ, Quận Long Biên, Hà Nội",7.7,8,0,0,90,0,/ha-noi/t-pizza,21.041587,105.869345,0001-12-31T17:00:00Z,8.0,7.9,7.9,7.5,7.3,09:30,21:00,30.000đ - 200.000đ,8.0,1.0,6.0,0.0,1.0,t-pizza,,09:30 - 14:00 | 16:30 - 21:00,"['Buổi  trưa', 'Buổi  tối']",09:00 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],20 người lớn,['Ý'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Takeaway - Mang về']",['Pizza & Pasta'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,Tuấn Râu - Phở & Lẩu Bò,"643 Đê La Thành, Quận Ba Đình, Hà Nội",7.6,1,0,0,11,0,/ha-noi/tuan-rau-pho-lau-bo,21.0241872,105.8126385,0001-12-31T17:00:00Z,8.0,8.0,8.0,7.0,7.0,09:30,22:00,30.000đ - 200.000đ,1.0,0.0,1.0,0.0,0.0,tuan-rau-pho-lau-bo,,09:30 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,Lẩu Tự Chọn 39,"6A Phan Phù Tiên, Quận Đống Đa, Hà Nội",7.8,2,0,0,55,0,/ha-noi/lau-tu-chon-39,21.028164,105.833903,0001-12-31T17:00:00Z,9.0,8.0,8.0,7.0,7.0,08:00,23:00,39.000đ - 149.000đ,2.0,0.0,2.0,0.0,0.0,lau-tu-chon-39,,08:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Việt'],"['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'Takeaway - Mang về']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,GoGi House - Nướng Hàn Quốc - Ngụy Như Kon Tum,"100 Ngụy Như Kon Tum, Quận Thanh Xuân, Hà Nội",6.9,17,0,0,120,0,/ha-noi/gogi-house-nuong-han-quoc-nguy-nhu-kon-tum,21.001868,105.804631,0001-12-31T17:00:00Z,7.2,7.2,7.1,6.7,6.3,10:00,22:00,200.000đ - 400.000đ,17.0,2.0,9.0,4.0,2.0,gogi-house-nuong-han-quoc-nguy-nhu-kon-tum,,17:00 - 22:00 | 10:00 - 15:00,"['Buổi  trưa', 'Buổi  tối']",09:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,,"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'BBQ - Món Nướng']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,Bò Tơ Tây Ninh Tài Sanh - KĐT Văn Quán,"58 Đường 19/5 Khu Đô Thị Văn Quán, Quận Hà Đông, Hà Nội",8.0,2,0,0,11,0,/ha-noi/bo-to-tay-ninh-tai-sanh-kdt-van-quan,20.97881,105.79206,0001-12-31T17:00:00Z,9.0,9.0,7.5,7.5,7.0,10:00,22:30,50.000đ - 500.000đ,2.0,0.0,2.0,0.0,0.0,bo-to-tay-ninh-tai-sanh-kdt-van-quan,,10:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Thịt Bò'],www.bototayninhtaisanh.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Go Pizza,"24 Phùng Hưng, Quận Hoàn Kiếm, Hà Nội",7.3,35,0,0,161,0,/ha-noi/go-pizza,21.030585,105.844736,0001-12-31T17:00:00Z,7.6,7.5,7.4,7.1,6.9,00:01,23:59,50.000đ - 210.000đ,35.0,5.0,19.0,6.0,5.0,go-pizza,,09:00 - 23:59 | 00:01 - 03:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",01:00 AM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về']",['Pizza & Pasta'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,Dũng Hàu - Hải Sản Vân Đồn - Linh Đàm,"CT4X2 Bắc Linh Đàm, Quận Hoàng Mai, Hà Nội",6.6,8,0,0,27,0,/ha-noi/dung-hau-hai-san-van-don-linh-dam,20.965567,105.824239,0001-12-31T17:00:00Z,7.1,7.0,6.5,6.1,6.0,10:00,23:00,50.000đ - 250.000đ,8.0,2.0,2.0,2.0,2.0,dung-hau-hai-san-van-don-linh-dam,,10:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],65 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Hải sản'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,Lá Cọ - Đặc Sản Rừng,"Cầu Va, Xã Tản Lĩnh, Ba Vì, Hà Nội",7.6,1,0,0,10,0,/ha-noi/la-co-dac-san-rung,21.1154876125658,105.403132107093,0001-12-31T17:00:00Z,8.0,8.0,8.0,8.0,6.0,07:00,23:30,120.000đ - 500.000đ,1.0,0.0,1.0,0.0,0.0,la-co-dac-san-rung,,07:00 - 23:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:30 PM,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Buffet']",['Đặc sản rừng'],"www,nhahanglaco.vn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,Mama's Chicken - Gà Rán Hàn Quốc,"Ki Ốt 7 CT2 Bắc Linh Đàm, Quận Hoàng Mai, Hà Nội",7.2,6,0,0,43,0,/ha-noi/mama-s-chicken-ga-ran-han-quoc,20.970195,105.826454,0001-12-31T17:00:00Z,7.7,7.5,7.2,7.0,6.8,09:00,22:00,20.000đ - 200.000đ,6.0,1.0,4.0,0.0,1.0,mama-s-chicken-ga-ran-han-quoc,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về']",['Thịt Gà'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,Cá Lăng Nhất Vương,"77 - 78 Thành Phố Giao Lưu, P. Cổ Nhuế, Quận Bắc Từ Liêm, Hà Nội",7.6,2,0,0,35,0,/ha-noi/ca-lang-nhat-vuong,21.0555273546945,105.7800206914544,0001-12-31T17:00:00Z,8.5,7.5,7.5,7.5,7.0,09:00,23:00,100.000đ - 500.000đ,2.0,0.0,2.0,0.0,0.0,ca-lang-nhat-vuong,,09:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tổ chức hội thảo']",['Hải sản'],www.nhahangnhatvuong.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Gà Rán KFC - Big C Lê Trọng Tấn,"Big C Tòa Nhà Artemis, 3 Lê Trọng Tấn, Quận Thanh Xuân, Hà Nội",7.9,11,0,0,52,0,/ha-noi/kfc-artemis-tower,21.000582,105.828227,0001-12-31T17:00:00Z,8.2,8.1,7.7,7.6,7.6,10:30,21:00,4.000đ - 200.000đ,11.0,3.0,7.0,1.0,0.0,kfc-artemis-tower,,10:30 - 21:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",08:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],20 người lớn,['Châu Mỹ'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'Ăn vặt', 'Takeaway - Mang về', 'Ăn Fastfood']",['Thịt Gà'],www.kfcvietnam.com.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Lotteria - Artemis Tower,"Tầng 5, Tòa Nhà Artemis, 3 Lê Trọng Tấn, Quận Thanh Xuân, Hà Nội",5.5,7,0,0,22,0,/ha-noi/lotteria-artemis-tower,21.000582,105.828227,0001-12-31T17:00:00Z,6.1,5.7,5.7,5.0,4.7,08:00,22:00,3.000đ - 150.000đ,7.0,0.0,3.0,1.0,3.0,lotteria-artemis-tower,,08:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],30 người lớn,['Quốc tế'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Tiếp khách', 'Giao tận nơi', 'Ăn vặt', 'Takeaway - Mang về', 'Ăn Fastfood']","['Thịt Gà', 'Café - Kem', 'Fastfood - Thức ăn nhanh']",lotteria.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,Phương Hiền - Gà Mạnh Hoạch,"983 Giải Phóng, Quận Hoàng Mai, Hà Nội",7.8,2,0,0,12,0,/ha-noi/phuong-hien-ga-manh-hoach,20.9791089,105.8410058,0001-12-31T17:00:00Z,9.0,8.0,8.0,7.0,7.0,08:00,22:00,120.000đ - 500.000đ,2.0,0.0,2.0,0.0,0.0,phuong-hien-ga-manh-hoach,,08:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm']",['Thịt Gà'],www.gamanhhoachphuonghien.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,Pizza Hut - Thái Thịnh,"152 Thái Thịnh, P. Láng Hạ, Quận Đống Đa, Hà Nội",6.4,16,0,0,60,0,/ha-noi/pizza-hut-thai-thinh,21.0118561255993,105.8171505108475,0001-12-31T17:00:00Z,7.1,6.9,6.4,6.1,5.6,07:00,22:00,50.000đ - 300.000đ,16.0,1.0,6.0,7.0,2.0,pizza-hut-thai-thinh,,07:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Ăn vặt', 'Takeaway - Mang về', 'Ăn Fastfood']",['Pizza & Pasta'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Lẩu Dính - Lẩu & Các Món Nhậu,"2 Phan Văn Trị, Quận Đống Đa, Hà Nội",7.9,7,0,0,95,0,/ha-noi/lau-dinh-lau-cac-mon-nhau,21.02557,105.832593,0001-12-31T17:00:00Z,8.1,8.0,8.0,7.9,7.6,09:00,23:00,100.000đ - 200.000đ,7.0,0.0,7.0,0.0,0.0,lau-dinh-lau-cac-mon-nhau,,09:00 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,Pizza Hut - Big C Artemis Tower,"Tầng B1, Shop 3, Tòa Nhà Artemis, 3 Lê Trọng Tấn, Quận Thanh Xuân, Hà Nội",6.2,5,0,0,27,0,/ha-noi/pizza-hut-artemis-tower,21.0002837800226,105.8285542577505,0001-12-31T17:00:00Z,6.4,6.4,6.4,6.2,5.8,10:00,22:00,40.000đ - 165.000đ,5.0,0.0,4.0,0.0,1.0,pizza-hut-artemis-tower,,10:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Ăn vặt', 'Ăn Fastfood']",['Pizza & Pasta'],www.pizzahut.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
